A44085201 파장화남2차
A10026149 산내마을9단지 힐스테이트운정 아파트
A10026614 파주출판문화LH1단지
A41383132 가람마을11단지동문굿모닝힐
A41383134 가람마을10단지동양엔파트월드메르디앙
A41383143 가람마을4단지한양수자인
A41383310 가람마을3단지동문아파트
A41383137 파주운정가람마을6단지
A41383131 가람마을1단지 벽산한라
A41383145 가람마을7단지한라비발디
A41383315 가람마을8단지동문굿모닝힐
A41319001 가람마을5단지
A41383135 가람마을9단지남양휴튼
A41383126 파주운정2가람마을휴먼시아
A41319002 해솔마을 7단지 롯데캐슬
A10024776 파주운정 가람마을14단지
A41303003 장안흰돌
A41303001 동양부로미
A41390404 문산호수아파트
A41390402 문산한진1차
A41390409 신원아침도시
A41390104 문산휴먼빌
A41390105 문산주공
A41390102 장안8차아파트
A41390115 문산율곡
A41390112 자연앤꿈에그린6단지
A41390214 문산당동1단지
A41390108 문산당동3휴먼시아
A41390107 파주힐스테이트2차
A41390113 자연앤꿈에그린5단지
A41390207 문산당동주공2단지
A41390106 파주힐스테이트1차
A41390114 문산당동4단지임대
A41390201 문산세성
A10027879 파주한양수자인리버팰리스
A10027566 세아아파트
A41390101 진흥소슬마을
A41390109 문산선유3단지
A41390615 문산선유2단지
A41390110 문산선유5단지
A41390203 문산선유주공
A41390208 선유두산위브
A41390111 문산선유4단지
A41390205 양우내안애
A10024970 파주문산역1차동문굿모닝힐아파트
A41386102 파주휴먼시아
A41386101 파주동광모닝스카이
A41387602 법원율곡3차
A10025155 파주법원LH1단지
A41387101 율곡2차
A41382303 봉일천성원
A41382301 태형내산마을
A41382305 송촌토파즈
A41382101 파주푸르지오
A41382302 봉일천성호1차
A41382304 봉일천성호2차파크힐
A10026462 파주효성해링턴플레이스
A10027374 태형미림아파트
A41382206 봉일천한라비발디
A41373807 그린시티동문
A41384102 유승앙브와즈1단지
A41385401 동신라메르
A46780702 대호2차
A46772605 창전현대직장조합
A46773103 창전현대1차
A46772604 창전현대2차
A46772601 산호2차
A46770403 두산
A46770502 산호1차
A46770301 관고동벽산블루밍
A46771401 라온팰리스
A46775501 이천증일동현대홈타운
A46771202 주공
A46705001 일성아파트
A46771203 브라운스톤
A10025804 이천롯데캐슬골드스카이
A46707002 신일해피트리
A46707005 갈산힐스테이트
A46707006 갈산현진에버빌
A46770205 갈산화성파크드림
A46770204 갈산휴먼시아3단지
A46770203 우성
A46707007 이천갈산주공
A46707001 설봉1차푸르지오
A46780301 대림휴먼빌
A46780202 대우3차
A46771811 설봉2차푸르지오
A46772307 선경1차2차
A46771803 대우1차
A46771809 증포한솔1차아파트
A46772105 대호3차
A46772004 대원그린
A46771906 대우2차
A46771810 한솔솔파크3차
A46772508 신한1차
A10027400 설봉 kcc스위첸 아파트
A10026830 이천증포 한양수자인 5단지
A10025379 이천증포 대원칸타빌아파트
A10026833 이천증포한양수자인3단지
A10027156 이천센트럴푸르지오
A10024842 한솔솔파크2차
A46774005 송정동양아파트
A46774107 송정신일아파트
A46704002 동양파라곤
A46704003 현진에버빌1차
A46771101 이천풍산
A46774806 수림2차아파트
A46774704 수림1차
A46708001 이천2차현진에버빌
A46714001 지엠하이빌
A46790501 동양
A46790505 현대
A46790502 삼진동산
A46790101 장호원코아루
A46790404 송전더존빌
A46790203 장호원기산
A46777205 효양
A46773301 부발휴먼시아1단지
A46787803 거평
A46786806 신한2차
A46774210 이천삼익아파트
A46786302 유승
A46777309 진우
A46786704 청구
A46773302 현대성우3,4단지
A46774307 아미현대3차
A46773305 현대성우1단지
A46773304 현대성우2단지
A46777308 SK하이닉스사원
A46774312 아미현대7차아파트
A10028179 해피트리트리빌1,2단지
A46773306 기영아파트
A46779111 주은다솜
A46779113 이천이화아파트1차2차
A46774501 수광엘리시움
A46784501 대신푸른마을
A46784702 신둔반석아르미
A10026982 신둔코아루아파트
A46783201 모전현대
A46783302 이천한솔아파트
A46782101 이천유산양우내안애
A10025353 호반 베르디움 B3 더 퍼스트
A10025281 이천 마장 호반베르디움2차
A10024540 이천마장 리젠시빌란트 더웰 아파트
A10024739 이천 마장 리젠시빌란트
A10025177 이천마장 행복주택 3단지
A46785603 삼원엑스포
A46785505 현대전자아파트
A46785504 사동6차현대
A46785502 현대5차
A10026264 이천신원아침도시
A45670701 한주아파트
A45670801 안성동신아파트
A45670403 금산주은청설
A45670302 금산주공
A45631001 삼부
A45624002 신원아침도시
A45624001 한빛마을우남퍼스트빌
A10024929 안성엘리시아
A45671001 아양주공2단지아파트
A45670902 아양주공1차
A10026077 광신프로그레스아파트
A10026595 안성아양서희스타힐스NHF아파트
A10027143 아양LH1단지아파트
A10024724 아양LH5단지
A10025516 안성하우스디NHF아파트
A10024580 안성아양LH6단지아파트
A45676301 동남타운
A45671101 옥산주공
A10026285 안성아양시티프라디움아파트
A45670503 당왕대우1차
A45676402 당왕쌍용
A45670504 대우경남
A45676701 당왕태영
A10025837 안성 삼정그린코아더베스트 아파트
A10026585 안성푸르지오아파트
A45638001 안성신소현코아루관리사무소
A45629001 안성동광1차아파트
A45674701 안성중리2차동광
A45672815 송정그린빌
A10025488 서해그랑블아파트
A45672312 산수화
A45671616 태산1차
A45671419 공도주은풍림
A10026069 안성공도우미린더퍼스트
A10024516 공도우방아이유쉘
A45672714 공도부영
A45682101 참아름2단지
A45682310 참아름5단지
A45682305 금호어울림2단지
A45672206 한일타운
A45682307 금호어울림3단지
A45682103 공도벽산블루밍디자인시티
A45682102 KCC스위첸
A45682309 금호어울림1단지
A45682204 임광그대가1단지
A45672103 대림한숲원
A45672002 베르빌아파트
A45682201 임광그대가2단지
A45671518 공도주은청설
A45671317 공도우림
A45672511 우림루미아트
A45672408 삼성
A45672613 쌍용스윗닷홈
A10025517 수창해뜨레아파트
A45687101 양지리치타운
A45676501 홍익골든빌
A45684101 경동메르빌
A45674501 금화마을
A45683202 안성유안
A45683103 신라임대아파트
A10027618 안성 롯데캐슬 아파트
A10026108 안성원곡제일오투그란데
A45691501 일죽IC타운
A45689301 GF다빈치
A41503010 북변산호
A41503002 북변풍년마을영풍
A41571206 북변풍년마을대림
A41503008 풍년마을서광신안아파트
A41503007 김포북변대우
A41503004 북변풍년마을신일
A41503003 북변풍년마을동남
A41503005 북변풍년마을삼성
A41503009 풍년마을청구한라
A41502003 오스타파라곤1단지
A41502002 오스타파라곤3단지
A41502001 오스타파라곤2단지
A10025549 한강파크뷰 우방아이유쉘아파트
A10024763 한강메트로자이2단지 아파트
A10024755 한강메트로자이3단지
A10024689 한강메트로자이 1단지
A41574203 화성파크드림
A41574204 한강한라비발디
A41574202 일성트루엘타운하우스
A41574205 김포한강신도시반도유보라2차
A41574201 풍경마을한강신도시e편한세상
A41574207 한강신도시롯데캐슬
A41574206 풍경마을 래미안 한강2차
A10026503 김포 반도유보라6차 아파트
A10027017 하늘빛마을 한신더휴테라스 8블럭
A10026555 이랜드타운힐스아파트
A10026608 한강신도시리버에일린의 뜰
A10027093 한신더휴테라스 9블럭
A10027030 한신더휴테라스12BL아파트
A10025316 운양역 라피아노
A10027079 하늘빛마을 한신더휴테라스 11블럭 
A41574414 한강신도시푸르지오
A10027631 한강신도시 운양 푸르지오
A10025865 한강롯데캐슬22단지
A10026216 한강신도시2차 KCC 스위첸 아파트
A41506002 김포전원마을월드4단지
A41506012 김포전원마을월드1단지
A41506005 김포전원마을월드3단지
A41506009 김포전원마을월드2단지
A41574404 우남퍼스트빌
A41574405 쌍용예가
A41574407 초당마을래미안한강
A41574402 한강신도시자연앤어울림(고창마을)
A41506006 김포한강신도시제일풍경채
A41506017 김포초당마을주공1차
A41574403 청송 현대홈타운3단지
A41574410 고창마을KCC스위첸
A41506001 김포고창마을신영지웰
A41506003 장기이지더원
A41574413 한강호반베르디움
A41506007 김포한강우미린
A41574409 청송마을6단지중흥S클래스
A41574412 초당마을중흥S클래스리버티
A41574408 김포한양수자인리버팰리스
A41574401 김포한강신도시반도유보라
A41574416 청송마을모아미래도엘가
A41506013 청송현대홈타운2단지
A41574411 한강현대성우오스타
A41506008 김포청송마을현대1차
A41506004 이니스더원
A41574415 김포한강신도시대원칸타빌타운하우스
A41574406 김포한강 수정마을2단지
A10026990 한강센트럴자이2차
A10027199 한강센트럴자이1차
A10026825 김포e편한세상캐널시티주상복합
A10024637 김포장기 LH11단지
A10025059 김포한강 호반베르디움 더 퍼스트
A41501008 북변한국
A41501010 푸른마을신안실크벨리1차
A41501001 북변건영
A41501004 초록마을효성
A41501009 감정신화
A41501007 감정쌍용
A41501003 푸른마을신안실크벨리2차
A41501006 북변삼환아파트
A41570101 신안실크밸리3차
A41501005 감정희영무지개
A10024922 김포센트럴헤센아파트
A41580211 사우풍년진흥흥화
A41580207 사우길훈4차
A41580206 사우풍년마을삼보
A41580302 사우풍년마을건영
A41580208 동양신명아파트
A41504010 사우농장마을신안
A41580305 사우다솜마을한신휴플러스
A41580201 사우경신
A41580209 사우 현대아파트
A10027226 풍년마을 대우아파트
A10026284 김포 사우 아이파크
A41507010 풍무유현마을현대프라임빌
A41507009 풍무양도마을서해
A41507003 풍무당곡마을범양
A41580804 김포한화유로메트로1단지
A41507005 풍무당곡마을현대
A41507001 풍무삼용아파트
A41507006 풍무신안
A41507007 풍무장릉마을삼성
A41580805 김포한화유로메트로2단지
A41580803 풍무자이2단지
A41507004 풍무양도마을대림
A41507011 당곡월드메르디앙
A41507008 풍무유현마을신동아
A41580802 풍무자이1단지
A41507002 풍무장릉마을길훈1차
A10025734 김포풍무 꿈에그린 더 포레듀5단지
A10026165 풍무센트럴푸르지오
A10027488 김포풍무푸르지오
A10025738 김포풍무 꿈에그린 더포레듀4단지
A10025733 김포풍무 꿈에그린 더 포레듀 3단지아파트
A41576914 김포한강 경남아너스빌
A41590101 김포한강상록데시앙
A47172601 김포한강LH솔터마을3단지
A41576916 한강힐스테이트아파트
A41576912 김포한강LH솔터마을2단지
A10026098 e편한세상한강신도시2차
A10025814 자이더빌리지 포레스트
A10026763 김포한강신도시 레이크에일린의 뜰
A10026773 한강센트럴블루힐
A10027062 한강신도시 반도유보라3차
A41576915 호수마을e편한세상
A41576913 리슈빌
A41576911 김포한가람우미린
A41576917 김포한강신도시자연앤이편한세상3단지
A41576918 김포한강나비마을3단지
A10027957 구래역화성파크드림아파트
A10027014 한강신도시3차푸르지오
A10027505 LH호수마을 5단지아파트
A10026155 김포한강한가람LH2단지
A10026458 한강신도시 반도유보라5차아파트
A10026448 김포한강아이파크
A10026066 호반베르디움 더 레이크5차
A10025919 김포한강예미지 아파트
A10025936 호반베르디움 더 레이크 2차
A10026654 김포한강신도시 모아엘가 2차아파트
A10025866 호반베르디움 더 레이크 3차 아파트 
A10026529 한강신도시 반도유보라4차아파트
A10024790 김포한강 데세리브아파트
A41577002 백석마을신일해피트리
A41576308 마송휴먼시아매수리마을10단지
A41576307 마송휴먼시아9단지
A41576306 김포마송소망마을
A41586501 마송현대2차
A41586503 마송1차현대
A41586704 서암주공
A10027500 태일포로미 빌라
A10024684 힐스테이트 리버시티1단지
A10024723 힐스테이트리버시티2단지
A41581210 수기마을 힐스테이트 2단지
A41581201 고촌등촌마을청구
A41577601 강변마을월드메르디앙
A41581208 고촌오룡마을한화
A41581209 고촌숲속마을대우
A41581106 고촌길훈1차
A41581204 청도솔리움
A41581211 김포현대힐스테이트1단지
A41581203 고촌강변마을동일하이빌
A41581105 고촌길훈2차
A41581207 신곡동부센트레빌
A41581202 수기마을힐스테이트3단지
A41577602 김포고촌우방아이유쉘
A10026871 고촌행정타운 한양수자인 아파트
A10024911 솔리힐더테라스
A10025007 캐슬&파밀리에시티 2단지
A41584503 김포양곡양지마을
A41576905 양곡휴먼시아2단지
A41576901 양곡휴먼시아1단지
A41576904 양곡휴먼시아고다니마을8단지
A41584501 곡촌희영무지개
A41576910 양곡휴먼시아2-1
A41576906 김포한강 신원 아침도시고다니마을
A41576907 양곡더숲아파트
A41576902 곡촌마을휴먼시아6단지
A10026563 김포양곡 곡촌마을 LH5단지
A10025008 김포한강삼정그린코아더베스트
A10024971 한강금호어울림1단지
A41576908 양곡고다니마을9단지
A10024969 한강금호어울림2단지
A41576909 김포양촌자연앤데시앙
A41576903 양촌휴먼시아1차
A44539001 LG태안자이
A44571804 병점화남2단지
A44539002 병점화남1단지
A44577004 태안주공11단지
A44576905 진안골마을주공10단지
A44597203 화성태안12
A44571803 진안동 월드메르디앙 1,2단지
A44598820 태안주공1단지
A44536015 병점두산
A44598912 우남퍼스트빌3차아파트
A44536010 안화동마을 주공5단지
A44577913 화성태안6
A44577907 구봉마을우남퍼스트빌
A44536019 안화동마을9단지
A44577806 병점신미주
A44598913 병점성호
A44577911 병점SK뷰
A44577909 안화마을우남퍼스트빌2차
A44598711 한일타운
A44598804 대창그린
A44536008 주공뜨란채3단지
A44577417 신창2차비바훼밀리
A44576616 안화동마을주공7단지
A44577912 화성태안8
A44598521 병점한신
A44577501 신한에스빌다정마을2단지
A44576318 느치미마을 4단지 
A44536022 늘벗마을신창1차
A44577505 신한에스빌다정마을1단지
A44577914 병점효성해링턴플레이스
A44536003 임광그대가아파트
A44576114 느치미마을태안주공2단지
A10027196 화성병점양우내안애아파트
A44532006 동탄숲속마을 능동역 리체 더 포레스트
A44532014 푸른마을포스코더샵2차
A44532016 능동마을주공7단지2아파트
A44532005 능동마을이지더원
A44578504 능동마을주공7단지제3
A44578501 푸른마을두산위브
A44578505 능동마을주공7단지제4
A44532009 상록예가
A44578503 동탄숲속마을광명메이루즈
A44532013 푸른마을모아미래도
A44532004 자연앤경남아너스빌3블럭
A44532012 숲속마을모아미래도1단지
A44532007 동탄숲속마을자연앤경남아너스빌5블럭아파트
A44532002 숲속마을모아미래도2단지
A44532015 숲속마을자연앤데시앙아파트
A44578502 능동마을주공7단지제1
A44532011 동탄푸른마을신일해피트리
A10026519 서동탄역파크자이아파트
A10026035 서동탄역파크자이2차 아파트
A44599008 서동탄역우남퍼스트빌
A44577601 행림마을삼성래미안1차
A44571002 신동탄푸르지오
A44572703 행복마을참누리
A10026893 SK VIEW Park 2차 아파트
A10025712 SK뷰파크3차
A44598406 신영통현대3단지
A44598207 신영통현대1단지 
A44573805 반달마을두산위브1단지
A44578601 행림마을삼성래미안2차
A44598308 신영통현대2단지
A44598404 신영통현대4단지
A44533002 반달마을두산위브2단지
A44533003 반달마을푸르지오
A10028164 신동탄 SK뷰 아파트
A10027529 반월 자이에뜨
A10027114 이편한세상 반월나노시티역
A10026176 신동탄 롯데캐슬아파트
A44577204 신일해피트리1차
A44599103 광도와이드빌
A44577705 기안마을풍성신미주
A44531002 우림그린빌리지
A44599101 평생플러스빌
A44599304 우남블루존
A44599305 한승미메이드2차
A44578005 한승미메이드1차
A44599403 남수원현대
A44572205 신한미지엔
A44572102 다솜마을동문굿모닝힐
A44599504 태안성호2차
A44538001 화성청광플러스원
A10026696 우방아이유쉘아파트
A44516001 동탄우림필유타운하우스
A44516020 솔빛마을쌍용예가
A44575302 동탄위버폴리스
A44516003 시범다은마을풍성신미주
A44516014 한화우림
A44516022 새강마을휴먼시아5단지2아파트
A44575306 동탄파라곤
A44573609 동탄나루마을월드반도1차아파트
A44516007 시범한빛마을한화꿈에그린
A44572804 동탄시범한빛마을KCC스위첸
A44516016 삼부르네상스
A44516012 솔빛마을경남아너스빌
A44572910 솔빛마을신도브래뉴
A44579008 동탄금호어울림
A44575815 솔빛마을서해그랑블
A44516005 시범다은마을삼성래미안
A44573019 동탄나루마을신도브래뉴
A44516006 시범다은마을포스코더샵
A44573621 시범다은마을월드반도
A44573518 동탄2차한화꿈에그린
A44575305 동탄현대하이페리온
A44575301 새강마을휴먼시아 5-1단지
A44572517 동탄시범한빛마을아이파크
A44516013 나루마을월드반도유보라2차아파트
A44516011 시범다은마을우남퍼스트빌
A44575310 서해더블루Pax
A44516002 시범다은마을다숲캐슬
A44575307 동탄메타폴리스아파트
A44575309 서해더블루Spes
A44575308 서해더블루LUX
A10024639 동탄쌍용플래티넘아파트
A44517002 동탄예당마을푸르지오아파트
A44517001 예당마을신일유토빌
A44517003 동탄예당마을롯데캐슬
A44517004 예당마을우미린제일풍경채
A10026805 동탄역 반도유보라아이비파크5차
A10025505 남해오네뜨 더 테라스
A10025962 동탄역 반도유보라 아이비파크 8차아파트
A10026008 동탄역 린스트라우스
A10027436 동탄2 금강펜테리움 1차아파트
A10025361 중흥S-클래스 더 테라스 리버파크1
A10027465 동탄2 반도유보라아이비파크3차아파트
A10027133 동탄2 LH C26단지 행복주택
A10025771 동탄역 반도유보라 아이비파크7.0 아파트
A10026774 동탄역 반도유보라아이비파크6차
A10026132 동탄역 더샵센트럴시티2차아파트
A10027095 센트럴힐즈 동탄아파트
A10025790 중흥S클래스에코밸리아파트
A10027257 동탄2 에일린의 뜰
A10024843 중흥S-클래스 더 테라스 리버파크 2차
A44571702 동탄풍성신미주
A10025005 동탄역 동원로얄듀크비스타
A10028120 동탄2시범대원칸타빌
A10028048 시범호반베르디움
A10028171 동탄 시범계룡 리슈빌아파트
A10028055 시범우남퍼스트빌아파트
A10028158 동탄2모아미래도아파트
A10027830 동탄역시범한화꿈에그린프레스티지아파트
A10027928 동탄2신도시 센트럴푸르지오
A10027890 동탄롯데캐슬알바트로스아파트
A10027768 동탄2 반도유보라아이비파크1차
A10028167 동탄역 시범 예미지 아파트
A10028002 KCC스위첸아파트
A10027966 동탄2 호반베르디움더클래스
A10027732 대원칸타빌 포레지움
A10027646 동탄2신도시 신안인스빌아파트
A10026909 동탄역시범 금강펜테리움 센트럴파크3
A10027117 청계숲 사랑으로 부영아파트
A10027334 신안인스빌리베라2차아파트
A10026355 동탄2 반도유보라아이비파크4차아파트
A10027729 동탄역시범더샵센트럴시티아파트
A10028071 동탄센트럴자이아파트
A10027806  동탄2 LH 4단지     
A10027798 화성동탄상록리슈빌아파트
A10027386 동탄2 경남아너스빌아파트
A10025360 동탄파크한양수자인
A10026518 동탄파크푸르지오아파트
A10026074 동탄파크자이아파트
A10026740 예미지파크뷰아파트
A10026029 동원로얄듀크1차아파트
A10025276 동탄2중흥s클래스더테라스
A44581301 동탄퍼스트파크
A10026464 동탄행복마을푸르지오
A10026888 동탄역센트럴상록아파트
A10027606 동탄2 반도유보라 아이비파크2차 아파트
A10026957 동탄역푸르지오
A10026473 동탄2 LH1단지 A6블록아파트
A10027122 동탄 에듀밸리 사랑으로 부영아파트
A10024530 동원로얄듀크포레4차
A10024706 동탄2 LH2단지 A4-1블럭 행복주택
A10028132 동탄파크이지더원아파트
A10026535 동탄금강펜테리움센트럴파크4
A10025880  동탄 2 NHF 경남 아너스빌 아파트
A10026422 e편한세상 동탄아파트
A10025968 동탄2신도시 베라체아파트
A10025622 동탄 동원로얄듀크2차
A10026584 호반베르디움22단지 
A10025603 힐스테이트동탄
A10026985 호반베르디움센트럴포레
A10026087 2동탄 한신더휴아파트
A10026689 동탄2 르파비스
A10025909 더레이크시티부영3단지(동탄2)
A10026496 동탄2 서희스타힐스24단지
A10025900 더레이크시티부영6단지아파트
A10025885 더 레이크시티 부영1단지 아파트
A10025529 동탄 중흥S클래스 에듀하이 아파트
A10026127 반도유보라아이비파크 10.0 1단지
A10025868 더레이크시티부영2단지아파트
A10026788 동탄호수공원금강펜테리움센트럴파크2차
A10025510 동탄2 더레이크시티부영4단지
A10025824 유보라아이비파크 10.0 2단지
A10025798 더레이크시티 부영5단지
A10025680 동탄 더샵 레이크에듀타운아파트
A10024841 동탄2LH행복주택35단지
A10024759 동탄2A63블럭 센트럴써밋
A10024592 동탄2LH35단지
A10024732 동탄2 하우스디 NHF아파트
A10025473 화성동탄2 NHF 엘크루 아파트
A10026103 금호어울림레이크아파트
A10026587 레이크반도유보라아이비파크9.0
A10026126 동탄호반베르디움6차아파트
A10025183 동탄2 풍림아이원아파트
A10025312 동탄호수공원아이파크 아파트
A10025552 동탄금호어울림레이크2차
A10025520 행복주택28단지
A10025020 동탄레이크자연앤푸르지오아파트
A10026206 동탄2 롯데캐슬
A10026380 동탄자이파밀리에
A10026067 동탄2제일풍경채아파트
A10025590 동탄2 IPARK A99BL 아파트
A10025583 동탄2 아이파크A100BL
A10024525 동탄2 LH28단지
A10027281 동탄2신도시 하우스디 더 레이크
A10026319 동탄레이크자이더테라스
A10027291 동탄2 LH26단지(65BL)아파트
A10025093 동탄린스트라우스더레이크
A10026527 더 펠리체 휴먼빌아파트
A10026203 송산대방1차
A10025988 송산요진와이시티
A10025272 송산화성대방노블랜드리버스위트아파트
A10025384 송산 세영리첼 에듀파크아파트
A10026260 송산이지더원레이크뷰아파트
A10026352 송산그린시티반도유보라아이비파크
A10025305 송산대방노블랜드더센트럴
A10025264 송산그린시티 금강펜테리움센트럴파크
A10024717 송산모아미래도
A44589112 청운마을신안인스빌
A44589105 봉담동문굿모닝힐
A44589110 상리삼봉마을
A44589111 봉담한신
A10026506 화성 봉담2 LH2단지 아파트
A10026641 화성봉담2LH3단지
A10025270 e편한세상 신봉담
A44574718 수정마을동남메리트
A44589616 봉담비바패밀리1단지
A44589606 봉담신창비바패밀리2단지
A44589608 양지마을쌍용예가
A10026952 봉담우방아이유쉘2차아파트
A10025437 화성봉담2 LH4단지(행복주택)
A10027565 우방아이유쉘1단지아파트
A10024663 화성봉담2그랑드비체
A44589322 화성 봉담 동화마을3단지
A44573114 휴먼시아동화마을6단지
A44589126 휴먼시아동화마을4단지
A44574913 클래식타운
A44589125 휴먼시아동화마을1단지
A44589127 휴먼시아동화마을2단지
A44589315 봉담동일하이빌
A44589319 휴먼시아동화마을5단지
A10027952 동화마을 신동아 파밀리에 아파트
A44589128 봉담휴먼빌
A44589701 수성효성
A44589721 봉담그대가3단지
A44573703 봉담임광그대가1단지
A44589124 봉담아이파크아파트
A44589702 화성동보
A44575909 봉담신일해피트리2차
A44574807 봉담신명아파트
A44572617 다온마을쌍용스윗닷홈
A10027161 봉담센트럴푸르지오
A10025432 봉담한신더휴에듀파크아파트
A44589204 기산베스트빌
A44571302 기아사원2차
A44571201 기아사원1차
A44595702 화성조암한라비발디
A44595701 조암금광아파트
A44592312 발안우림필유
A44575111 발안마을주공
A10027988 화성향남서봉마을 사랑으로 부영3단지
A10026793 화성향남2 언덕마을18단지
A10026751 화성향남언덕마을사랑으로부영17단지
A10025324 화성발안 LH1단지
A44592107 화성향남서봉마을2단지
A44592108 화성향남오색마을사랑으로부영10단지
A44592111 화성 향남2지구 서봉마을1단지
A44592109 화성향남오색마을사랑으로부영11단지
A44592110 화성향남오색마을사랑으로부영9단지
A10027964 서봉마을 모아엘가아파트
A10027423 향남7단지 부영아파트
A10026055 향남 서봉마을4단지 모아미래도
A10027427 서봉마을 5단지
A10025975 서봉마을 사랑으로 부영6단지 아파트
A10024899 서봉마을 센텀벨라 19단지
A44592102 우미린
A44592610 향남풍림아이원
A44592006 향남신명스카이뷰
A44592602 살구꽃마을신영지웰
A44592105 향남시범한우물마을휴먼시아6단지
A44592104 향남한우물5단지
A44592605 에일린의뜰
A44592609 화성파크드림아파트
A44592603 제일오투그란데
A44592106 향남지웰2차
A44592613 휴먼시아복사꽃마을7단지
A44592008 대방노블랜드
A44592004 향남한일베라체
A44592103 상록하늘채아파트
A44592607 복사꽃마을한국아델리움
A44592101 신성미소지움1차
A44570901 신성미소지움2차
A44570305 남양아이파크
A44570306 남양우림필유
A44570503 남양우림그린빌리지
A44501002 금강에스쁘아
A44501001 현대자동차사원
A44570304 대광파인밸리1차
A10027694 남양뉴타운 양우내안애아파트
A10027469 화성남양뉴타운lh4단지
A10026485 남양2차시티프라디움
A10026265 동광뷰엘아파트
A10025217 남양뉴타운 LH10단지 
A10025476 남양시티프라디움3차
A10026807 양우내안애2차에듀타운아파트 
A10027187 화성남양LH9단지
A10026549 남양1차 시티프라디움
A10024674 화성남양뉴타운루나포레아파트
A10024856 남양뉴타운 LH6단지 행복주택
A44508002 대광파인밸리골드
A44508001 남양기산베스트빌
A44502001 금광포란재
A44583101 화성매송휴먼시아1단지
A44584201 천산스카이빌아파트
A44587101 코스코밸리
A44570801 화성진우
A44594201 산호
A44596102 동남훼미리
A44596401 근형심포니
A46480303 경안해태그린
A46480204 경안대우
A46480601 나산아파트
A46480202 경안두진
A46471301 쌍령동성2차
A46471302 쌍령서희스타힐스
A46472602 쌍령현대1차
A46470203 쌍령동성1차
A46413004 쌍령현대2차
A10026301 광주센트럴푸르지오
A10026652 광주역 대광로제비앙아파트
A46471702 송정파라다이스2단지
A46490303 송정대주파크빌3차
A46472001 금강펜테리움
A46490301 브라운스톤광주아파트
A46490104 송정현대
A46472002 송정동우림필유
A46412002 회덕대주파크빌
A46412001 회덕벽산블루밍
A46470102 탄벌파라다이스1단지
A46472102 경남아너스빌1단지
A46470601 광주산호
A46470804 탄벌동현대
A46410003 탄벌우림루미아트
A46472101 경남아너스빌2단지
A46470105 광주동보허브빌
A46403001 목현신일해피트리
A46404001 삼동우남퍼스트빌
A46472703 태전쌍용2단지
A46471205 태전성원3차
A46472709 태전쌍용1단지
A46472704 태전쌍용3단지
A46470506 태전성원2차
A46470302 태전우림필유
A46470301 태전미진
A46472307 태전성원상떼빌5단지
A46480502 e-편한세상
A46470408 태전성원1차
A10026798 태전지웰아파트
A10026211 태전 효성해링턴플레이스 아파트
A10025309 힐스테이트 태전2차 에듀포레 11블럭 아파트
A10026552 힐스테이트태전 9단지아파트
A10026575 e편한세상 태전2차 3단지 아파트
A10026750 태전아이파크아파트
A10025317 태전파크자이14BL 아파트
A10026088 힐스테이트 태전 5지구 아파트 
A10025854 힐스테이트태전 한아람마을
A10026662 이편한세상 태전2차 1단지
A10025315 태전파크자이13BL아파트
A10024659 태전파크자이
A10024830 e편한세상 태전2차
A10025332 힐스테이트 태전2차 에듀포레 10블럭
A46470702 벽산블루밍1, 2단지
A46470701 장지현대아파트
A10027316 e편한세상광주역4단지아파트
A10027320 e편한세상 광주역 1단지 아파트
A10027326 e편한세상 광주역 6단지아파트
A10027310 e편한세상 광주역 3단지아파트
A10027323 e편한세상 광주역 5단지 아파트
A10027315 e편한세상광주역2단지
A46474717 오포금호베스트빌
A46471002 오포우림
A46475208 오포현대모닝사이드2차
A46475107 오포현대모닝사이드1차
A46474718 오포e편한세상1차아파트
A46474719 오포2차 e-편한세상
A10026172 e편한세상 테라스오포 4단지
A10026153 e편한세상태재1단지아파트
A10026168 e편한세상 테라스오포 3단지
A10026174 e편한세상 테라스오포 2단지
A10027251 이편한세상오포3차아파트
A10027321 신현라온프라이빗아파트
A46471911 오포베르빌
A46492201 오포롯데캐슬포레스트
A46474905 오포현대
A46489403 신영프로방스
A46474816 오포우림퓨전빌
A10025974 오포문형 양우내안애 아파트
A10025169 오포추자서희스타힐스아파트
A46470913 오포대성
A46474006 양벌쌍용1차
A46471412 양벌우림
A46474418 오포대주파크빌1차
A46474614 대주파크빌2차
A46472509 양촌현대
A46474015 양벌쌍용2차
A46472810 오포세양청마루
A10026329 이편한세상 광주 양벌 아파트
A10025136 광주역우방아이유쉘아파트
A46486210 우림푸른마을
A46486114 초월대쌍령리신일드림빌
A46478806 동광모닝스카이
A46476308 초월롯데낙천대2단지
A46486113 초월e편한세상
A46476307 초월롯데캐슬아파트
A10024731 초월역 모아 미래도 파크힐스 아파트
A46471505 햇빛마을코아루아파트
A46472911 초월산이리대주파크빌
A46472212 초월벽산블루밍
A46486302 초월금강아미움
A46486303 초월세광엔리치빌
A46486309 도평리대주피오레
A46474304 도평신일
A46476014 도평우림1단지
A46476001 도평우림2단지
A46487204 삼주노블리제
A46475602 곤지암쌍용2차
A46475603 곤지암쌍용1차
A46487201 곤지암LG아파트
A46404002 곤지암현진에버빌
A46404003 곤지암킴스빌리지
A46488301 도척근형심포니
A48272401 양주한승
A48272301 유승한내들9단지
A48272201 신도브래뉴8차
